station_id,station_name,map_image_path,satellite_image_path,mobility_score,observed_subway_score,hidden_gap_score,temporal_score,visual_morphology_score,mobility_minus_subway_gap,hidden_demand_reconstruction_score_norm,station_type,hidden_demand_score,hidden_demand_label,confidence,primary_evidence,uses_visual_reasoning,uses_mobility_subway_reasoning,uses_temporal_reasoning,explanation,risk_note,_raw_output,_condition,_model,_station_id,_station_name,_error
414,수유(강북구청),images/station_tiles/satellite/414_수유(강북구청).png,images/station_tiles/satellite/414_수유(강북구청).png,0.5507540786770231,0.057856673241288625,0.46937862475308123,0.9088457263758255,0.28846153846153844,0.1286843106220707,0.057856673241288625,subway_high_mobility_low,4.0,high,4.0,mixed,True,True,True,"The station shows a clear mismatch between fairly high neighborhood mobility demand and very low observed subway activity, which is consistent with hidden transit demand. The imagery suggests a dense, finely grained urban residential area with mixed topography and major road corridors, supporting the idea that many trips may exist beyond what the subway capture shows. The very high temporal activity score also suggests sustained demand over time rather than a short-lived spike, reinforcing the gap signal.","This inference may overstate hidden demand because visual density and temporal activity do not prove unmet transit need, and the low subway score could reflect measurement or coverage limitations.","{""station_name"":""수유(강북구청)"",""hidden_demand_score"":4,""hidden_demand_label"":""high"",""confidence"":4,""primary_evidence"":""mixed"",""uses_visual_reasoning"":true,""uses_mobility_subway_reasoning"":true,""uses_temporal_reasoning"":true,""explanation"":""The station shows a clear mismatch between fairly high neighborhood mobility demand and very low observed subway activity, which is consistent with hidden transit demand. The imagery suggests a dense, finely grained urban residential area with mixed topography and major road corridors, supporting the idea that many trips may exist beyond what the subway capture shows. The very high temporal activity score also suggests sustained demand over time rather than a short-lived spike, reinforcing the gap signal."",""risk_note"":""This inference may overstate hidden demand because visual density and temporal activity do not prove unmet transit need, and the low subway score could reflect measurement or coverage limitations.""}",naive_multimodal,gpt-5.4-mini,414,수유(강북구청),
420,혜화,images/station_tiles/satellite/420_혜화.png,images/station_tiles/satellite/420_혜화.png,0.4913502094846197,0.05917159763313609,0.43258585927824206,0.6705401490133822,0.21153846153846154,0.0883731242350262,0.05917159763313609,subway_high_mobility_low,4.0,high,4.0,mixed,True,True,True,"The station area shows very high neighborhood mobility demand relative to very low observed subway activity, which is the core hidden-demand pattern. The temporal activity score is also strong, suggesting the area is active across time rather than being a weakly used zone. Visually, the area is densely built with fine-grained streets and multiple institutional/commercial-looking clusters, which supports substantial local movement, but the image alone does not prove unmet transit demand. Taken together, the large mobility-subway mismatch supports a high hidden-demand assessment.","This inference may be biased by the coarse station-level scores and by visual overinterpretation of dense urban form, so the mismatch could reflect non-transit mobility or data measurement issues.","{
  ""station_name"": ""혜화"",
  ""hidden_demand_score"": 4,
  ""hidden_demand_label"": ""high"",
  ""confidence"": 4,
  ""primary_evidence"": ""mixed"",
  ""uses_visual_reasoning"": true,
  ""uses_mobility_subway_reasoning"": true,
  ""uses_temporal_reasoning"": true,
  ""explanation"": ""The station area shows very high neighborhood mobility demand relative to very low observed subway activity, which is the core hidden-demand pattern. The temporal activity score is also strong, suggesting the area is active across time rather than being a weakly used zone. Visually, the area is densely built with fine-grained streets and multiple institutional/commercial-looking clusters, which supports substantial local movement, but the image alone does not prove unmet transit demand. Taken together, the large mobility-subway mismatch supports a high hidden-demand assessment."",
  ""risk_note"": ""This inference may be biased by the coarse station-level scores and by visual overinterpretation of dense urban form, so the mismatch could reflect non-transit mobility or data measurement issues.""
}",naive_multimodal,gpt-5.4-mini,420,혜화,
217,잠실새내,images/station_tiles/satellite/217_잠실새내.png,images/station_tiles/satellite/217_잠실새내.png,0.3990482308696025,0.014683322375630067,0.4219086617255153,0.6683962225603195,0.19230769230769232,0.1160213592080486,0.014683322375630067,normal,4.0,high,4.0,mixed,True,True,True,"The station area shows a substantial mismatch between neighborhood mobility and observed subway use: mobility demand is moderate, while observed subway activity is very low, and the hidden gap score is relatively high. The temporal activity score is also strong, suggesting active use across time rather than a dead or purely static area. Visually, the area appears densely built with large residential blocks and a developed waterfront edge, which is consistent with local movement needs, but the image alone does not prove transit dependence. Taken together, this supports a high likelihood of hidden public-transit demand, though the station is still labeled normal so the case is not extreme.","The visual scene is ambiguous and the inferred demand gap depends heavily on aggregate scores, so the result may reflect model or coverage bias rather than true unmet transit demand.","{""station_name"":""잠실새내"",""hidden_demand_score"":4,""hidden_demand_label"":""high"",""confidence"":4,""primary_evidence"":""mixed"",""uses_visual_reasoning"":true,""uses_mobility_subway_reasoning"":true,""uses_temporal_reasoning"":true,""explanation"":""The station area shows a substantial mismatch between neighborhood mobility and observed subway use: mobility demand is moderate, while observed subway activity is very low, and the hidden gap score is relatively high. The temporal activity score is also strong, suggesting active use across time rather than a dead or purely static area. Visually, the area appears densely built with large residential blocks and a developed waterfront edge, which is consistent with local movement needs, but the image alone does not prove transit dependence. Taken together, this supports a high likelihood of hidden public-transit demand, though the station is still labeled normal so the case is not extreme."",""risk_note"":""The visual scene is ambiguous and the inferred demand gap depends heavily on aggregate scores, so the result may reflect model or coverage bias rather than true unmet transit demand.""}",naive_multimodal,gpt-5.4-mini,217,잠실새내,
432,총신대입구(이수),images/station_tiles/satellite/432_총신대입구(이수).png,images/station_tiles/satellite/432_총신대입구(이수).png,0.3502079744527673,0.06180144641683103,0.4054727988466411,0.923278456189037,0.14423076923076922,0.1353451133778091,0.06180144641683103,normal,4.0,high,4.0,mixed,True,True,True,"The station area shows very dense urban residential morphology on the image, suggesting a large local population and many trip origins, while the mobility demand score is substantially higher than observed subway activity and the hidden gap score is elevated. The temporal activity score is also very high, reinforcing that the area is active across time even though subway usage appears comparatively weak. Taken together, this supports a strong likelihood of hidden public-transit demand rather than an especially transit-rich observed station catchment.","The satellite view is limited and does not directly show bus routes, street access, or land-use mix, so the demand mismatch may partly reflect non-subway transit options or visual overinterpretation of density.","{
  ""station_name"": ""총신대입구(이수)"",
  ""hidden_demand_score"": 4,
  ""hidden_demand_label"": ""high"",
  ""confidence"": 4,
  ""primary_evidence"": ""mixed"",
  ""uses_visual_reasoning"": true,
  ""uses_mobility_subway_reasoning"": true,
  ""uses_temporal_reasoning"": true,
  ""explanation"": ""The station area shows very dense urban residential morphology on the image, suggesting a large local population and many trip origins, while the mobility demand score is substantially higher than observed subway activity and the hidden gap score is elevated. The temporal activity score is also very high, reinforcing that the area is active across time even though subway usage appears comparatively weak. Taken together, this supports a strong likelihood of hidden public-transit demand rather than an especially transit-rich observed station catchment."",
  ""risk_note"": ""The satellite view is limited and does not directly show bus routes, street access, or land-use mix, so the demand mismatch may partly reflect non-subway transit options or visual overinterpretation of density.""
}",naive_multimodal,gpt-5.4-mini,432,총신대입구(이수),
227,낙성대,images/station_tiles/satellite/227_낙성대.png,images/station_tiles/satellite/227_낙성대.png,0.4030839521868631,0.01687486302870918,0.4017265606944262,0.659924421785258,0.3173076923076923,0.0789254672023567,0.01687486302870918,subway_high_mobility_low,4.0,high,4.0,mixed,True,True,True,"The station shows a strong mismatch between relatively high mobility demand and very low observed subway activity, with a large hidden gap score and a station type explicitly indicating high mobility but low subway use. The imagery shows a dense residential neighborhood with many small buildings on steep terrain and limited road hierarchy, which is consistent with substantial local movement that may be undercaptured by subway counts. Temporal activity is also elevated, reinforcing that neighborhood activity is not trivial even though subway usage remains weak.","Visual density and mobility scores can overstate transit demand in hillside residential areas, so the inferred hidden demand may partly reflect local walk/bus trips rather than unmet subway demand.","{""station_name"":""낙성대"",""hidden_demand_score"":4,""hidden_demand_label"":""high"",""confidence"":4,""primary_evidence"":""mixed"",""uses_visual_reasoning"":true,""uses_mobility_subway_reasoning"":true,""uses_temporal_reasoning"":true,""explanation"":""The station shows a strong mismatch between relatively high mobility demand and very low observed subway activity, with a large hidden gap score and a station type explicitly indicating high mobility but low subway use. The imagery shows a dense residential neighborhood with many small buildings on steep terrain and limited road hierarchy, which is consistent with substantial local movement that may be undercaptured by subway counts. Temporal activity is also elevated, reinforcing that neighborhood activity is not trivial even though subway usage remains weak."",""risk_note"":""Visual density and mobility scores can overstate transit demand in hillside residential areas, so the inferred hidden demand may partly reflect local walk/bus trips rather than unmet subway demand.""}",naive_multimodal,gpt-5.4-mini,227,낙성대,
228,서울대입구(관악구청),images/station_tiles/satellite/228_서울대입구(관악구청).png,images/station_tiles/satellite/228_서울대입구(관악구청).png,0.6131873622824113,0.017094017094017096,0.3968866075667768,0.9079202911520928,0.2403846153846154,0.0521050434399781,0.017094017094017096,subway_high_mobility_low,4.0,high,4.0,mobility_subway,True,True,True,"The station shows a strong mismatch between relatively high neighborhood mobility demand and very low observed subway use, which is the main signature of hidden transit demand. The hidden-gap and mobility-minus-subway indicators support that residents and activities in the area likely generate more movement than subway ridership alone captures. The very high temporal score also suggests persistent demand over time, while the modest visual morphology score does not contradict the inference. Overall, this points to substantial hidden public-transit demand around 서울대입구(관악구청).","The inference depends on aggregated scores and may overstate hidden demand if low observed subway use is caused by non-transit travel preferences, station access issues, or data normalization effects.","{
  ""station_name"": ""서울대입구(관악구청)"",
  ""hidden_demand_score"": 4,
  ""hidden_demand_label"": ""high"",
  ""confidence"": 4,
  ""primary_evidence"": ""mobility_subway"",
  ""uses_visual_reasoning"": true,
  ""uses_mobility_subway_reasoning"": true,
  ""uses_temporal_reasoning"": true,
  ""explanation"": ""The station shows a strong mismatch between relatively high neighborhood mobility demand and very low observed subway use, which is the main signature of hidden transit demand. The hidden-gap and mobility-minus-subway indicators support that residents and activities in the area likely generate more movement than subway ridership alone captures. The very high temporal score also suggests persistent demand over time, while the modest visual morphology score does not contradict the inference. Overall, this points to substantial hidden public-transit demand around 서울대입구(관악구청)."",
  ""risk_note"": ""The inference depends on aggregated scores and may overstate hidden demand if low observed subway use is caused by non-transit travel preferences, station access issues, or data normalization effects.""
}",structured_multimodal,gpt-5.4-mini,228,서울대입구(관악구청),
228,서울대입구(관악구청),images/station_tiles/satellite/228_서울대입구(관악구청).png,images/station_tiles/satellite/228_서울대입구(관악구청).png,0.6131873622824113,0.017094017094017096,0.3968866075667768,0.9079202911520928,0.2403846153846154,0.0521050434399781,0.017094017094017096,subway_high_mobility_low,4.0,high,4.0,mobility_subway,True,True,True,"The station shows a strong mismatch between neighborhood activity and subway use: mobility demand is fairly high (0.61) while observed subway activity is extremely low (0.017), with a sizable hidden gap and a very high temporal activity score suggesting frequent movement over time. The visual context supports a dense, irregularly built residential area with many local streets and apartment blocks, which is consistent with substantial local travel that may not be captured by subway boarding patterns. Together, these signals indicate likely hidden public-transit demand rather than low overall mobility.","This inference may overstate hidden demand because the visual score is modest and the mobility-to-subway gap metrics are not extremely large, so some of the apparent mismatch could reflect data noise or station-specific measurement bias.","{
  ""station_name"": ""서울대입구(관악구청)"",
  ""hidden_demand_score"": 4,
  ""hidden_demand_label"": ""high"",
  ""confidence"": 4,
  ""primary_evidence"": ""mobility_subway"",
  ""uses_visual_reasoning"": true,
  ""uses_mobility_subway_reasoning"": true,
  ""uses_temporal_reasoning"": true,
  ""explanation"": ""The station shows a strong mismatch between neighborhood activity and subway use: mobility demand is fairly high (0.61) while observed subway activity is extremely low (0.017), with a sizable hidden gap and a very high temporal activity score suggesting frequent movement over time. The visual context supports a dense, irregularly built residential area with many local streets and apartment blocks, which is consistent with substantial local travel that may not be captured by subway boarding patterns. Together, these signals indicate likely hidden public-transit demand rather than low overall mobility."",
  ""risk_note"": ""This inference may overstate hidden demand because the visual score is modest and the mobility-to-subway gap metrics are not extremely large, so some of the apparent mismatch could reflect data noise or station-specific measurement bias.""
}",naive_multimodal,gpt-5.4-mini,228,서울대입구(관악구청),
207,상왕십리,images/station_tiles/satellite/207_상왕십리.png,images/station_tiles/satellite/207_상왕십리.png,0.2921429146280184,0.012491781722550954,0.3628150269241852,0.9231889493067733,0.11538461538461539,0.1343128541095234,0.012491781722550954,normal,4.0,high,4.0,mixed,True,True,True,"The station area shows a very dense residential fabric on the image, suggesting substantial local trip production, while observed subway activity is extremely low relative to mobility demand and the hidden-gap score is meaningfully elevated. The temporal activity score is also very high, which supports the idea of sustained neighborhood movement that may not be fully captured by subway usage. Taken together, this points to notable hidden public-transit demand, though the visual score itself is modest and should not be overinterpreted.",The inference may be biased by the limited visual tile and by uncertainty about whether non-subway modes or data artifacts explain the low observed subway activity.,"{""station_name"":""상왕십리"",""hidden_demand_score"":4,""hidden_demand_label"":""high"",""confidence"":4,""primary_evidence"":""mixed"",""uses_visual_reasoning"":true,""uses_mobility_subway_reasoning"":true,""uses_temporal_reasoning"":true,""explanation"":""The station area shows a very dense residential fabric on the image, suggesting substantial local trip production, while observed subway activity is extremely low relative to mobility demand and the hidden-gap score is meaningfully elevated. The temporal activity score is also very high, which supports the idea of sustained neighborhood movement that may not be fully captured by subway usage. Taken together, this points to notable hidden public-transit demand, though the visual score itself is modest and should not be overinterpreted."",""risk_note"":""The inference may be biased by the limited visual tile and by uncertainty about whether non-subway modes or data artifacts explain the low observed subway activity.""}",naive_multimodal,gpt-5.4-mini,207,상왕십리,
240,신촌,images/station_tiles/satellite/240_신촌.png,images/station_tiles/satellite/240_신촌.png,0.4415392348769413,0.01972386587771203,0.35773288022185823,0.8494847950759961,0.08653846153846154,-0.0090471903619677,0.01972386587771203,subway_high_mobility_low,4.0,high,4.0,mixed,True,True,True,"신촌은 관측된 지하철 활동이 매우 낮은 반면 mobility demand와 hidden gap, temporal activity가 모두 높아 실제 주변 이동 수요가 지하철 이용에 비해 과소 반영된 가능성이 큽니다. 위성상으로도 고밀도 주거/상업가로 보이는 촘촘한 블록과 도로망이 보여 보행·단거리 이동 수요를 뒷받침하지만, 지하철 활동 점수는 극히 낮습니다. 다만 mobility-minus-subway gap 값이 음수이고 시각 morphology 점수도 낮아, '숨은 수요'를 강하게 단정하기보다는 통계적 불일치와 시간적 활발함을 함께 고려한 높은 가능성으로 해석하는 것이 적절합니다.","위성 이미지의 해상도와 지표 정의에 따라 상업·주거 혼합 여부를 과대해석했을 수 있으며, 낮은 지하철 수요가 실제 수요 부족이 아니라 집계 기간이나 노선 특성 때문일 수 있습니다.","{""station_name"":""신촌"",""hidden_demand_score"":4,""hidden_demand_label"":""high"",""confidence"":4,""primary_evidence"":""mixed"",""uses_visual_reasoning"":true,""uses_mobility_subway_reasoning"":true,""uses_temporal_reasoning"":true,""explanation"":""신촌은 관측된 지하철 활동이 매우 낮은 반면 mobility demand와 hidden gap, temporal activity가 모두 높아 실제 주변 이동 수요가 지하철 이용에 비해 과소 반영된 가능성이 큽니다. 위성상으로도 고밀도 주거/상업가로 보이는 촘촘한 블록과 도로망이 보여 보행·단거리 이동 수요를 뒷받침하지만, 지하철 활동 점수는 극히 낮습니다. 다만 mobility-minus-subway gap 값이 음수이고 시각 morphology 점수도 낮아, '숨은 수요'를 강하게 단정하기보다는 통계적 불일치와 시간적 활발함을 함께 고려한 높은 가능성으로 해석하는 것이 적절합니다."",""risk_note"":""위성 이미지의 해상도와 지표 정의에 따라 상업·주거 혼합 여부를 과대해석했을 수 있으며, 낮은 지하철 수요가 실제 수요 부족이 아니라 집계 기간이나 노선 특성 때문일 수 있습니다.""}",naive_multimodal,gpt-5.4-mini,240,신촌,
242,아현,images/station_tiles/satellite/242_아현.png,images/station_tiles/satellite/242_아현.png,0.2442315073098298,0.020162174008327854,0.3169759819102879,0.92312182328439,0.11538461538461539,0.1243365173897717,0.020162174008327854,normal,4.0,high,4.0,mixed,True,True,True,"The station shows a clear mismatch between relatively elevated mobility demand and very low observed subway activity, supported by a sizable hidden gap and mobility-minus-subway gap. The temporal activity score is very high, suggesting active neighborhood movement over time, while the image shows a dense, built-up hillside residential fabric that can generate local trips even if subway usage is muted. Together these indicate likely hidden public-transit demand rather than simply low activity overall.","The visual impression is limited by image blur and dense morphology does not by itself prove unmet transit demand, so the inference relies heavily on the mobility/subway gap.","{
  ""station_name"": ""아현"",
  ""hidden_demand_score"": 4,
  ""hidden_demand_label"": ""high"",
  ""confidence"": 4,
  ""primary_evidence"": ""mixed"",
  ""uses_visual_reasoning"": true,
  ""uses_mobility_subway_reasoning"": true,
  ""uses_temporal_reasoning"": true,
  ""explanation"": ""The station shows a clear mismatch between relatively elevated mobility demand and very low observed subway activity, supported by a sizable hidden gap and mobility-minus-subway gap. The temporal activity score is very high, suggesting active neighborhood movement over time, while the image shows a dense, built-up hillside residential fabric that can generate local trips even if subway usage is muted. Together these indicate likely hidden public-transit demand rather than simply low activity overall."",
  ""risk_note"": ""The visual impression is limited by image blur and dense morphology does not by itself prove unmet transit demand, so the inference relies heavily on the mobility/subway gap.""
}",naive_multimodal,gpt-5.4-mini,242,아현,
