quad_type,quad_label,station_id,station_name,nearest_line,rank_score,mobility_score,subway_score,hidden_gap_score,visual_score,temporal_score
quad_mobility_subway_label,Hidden Transit Demand,2561,마천,5호선,1.073462115895687,1.0,0.07346211589568688,1.0,0.0906336817226091,0.6678655640485258
quad_mobility_subway_label,Hidden Transit Demand,2824,단대오거리,8호선,0.9104123000428782,0.796494601645585,0.11391769839729314,0.9602055102487025,0.20836575145496802,0.7660305664580683
quad_mobility_subway_label,Hidden Transit Demand,249,신정네거리,2호선,0.7876056308801529,0.6826106985422558,0.10499493233789715,0.8555770440508486,0.47430596928849567,0.6555475949002469
quad_mobility_subway_label,Hidden Transit Demand,2560,거여,5호선,0.6564996734388274,0.5553094214701543,0.10119025196867319,0.926384215990945,0.49294016370534754,0.5665761798910853
quad_mobility_subway_label,Hidden Transit Demand,4709,북한산보국문,우이신설선,0.653213931313131,0.6163835073934979,0.03683042391963309,0.6600305849767922,0.03336908351298285,0.45048588432290465
quad_mobility_subway_label,Hidden Transit Demand,2553,고덕,5호선,0.6075654215362557,0.4896568229954239,0.11790859854083179,0.5261375294005517,0.4469106449449504,0.4674039206640183
quad_mobility_subway_label,Hidden Transit Demand,338,일원,3호선,0.5952398336738292,0.49006122480537495,0.10517860886845422,0.7151973392619042,0.23699311830867048,0.3687780155239372
quad_mobility_subway_label,Hidden Transit Demand,2757,부천시청,7호선,0.5917044606603996,0.5224895335679764,0.0692149270924231,0.8582106103542266,0.7432958316429825,0.5256877342459401
quad_mobility_subway_label,Hidden Transit Demand,248,양천구청,2호선,0.5787436886029971,0.5051411534464841,0.07360253515651288,0.6134716142303698,0.5531649569590498,0.5147056384368025
quad_mobility_subway_label,Hidden Transit Demand,4138,중앙보훈병원,9호선(연장),0.5735290802187042,0.4999438511660401,0.07358522905266406,0.8265350949151173,0.13663128460720267,0.2990150687719091
quad_mobility_subway_label,Low Demand / Peripheral,242,아현,2호선,0.34262525376633884,0.22273026384628078,0.11989498992005805,0.34959884259262475,0.5930468675921502,0.2632675371958898
quad_mobility_subway_label,Low Demand / Peripheral,4113,당산,9호선,0.3352048778306775,0.22125113519138143,0.11395374263929604,0.3554610484525964,0.7061645299109004,0.2745653117827526
quad_mobility_subway_label,Low Demand / Peripheral,2540,행당,5호선,0.33110230125037704,0.24086575589396686,0.09023654535641017,0.3787977672817155,0.5685078566371585,0.28840591293273593
quad_mobility_subway_label,Low Demand / Peripheral,2758,상동,7호선,0.32916689881176353,0.25195411052219224,0.07721278828957132,0.3909539275185389,0.8535406058790512,0.283547596955444
quad_mobility_subway_label,Low Demand / Peripheral,2523,양평,5호선,0.3289584639768506,0.2523397130182404,0.07661875095861022,0.3830842080661083,0.7917841356356689,0.2840146590894363
quad_mobility_subway_label,Low Demand / Peripheral,316,독립문,3호선,0.3265602979398506,0.2394797435382299,0.08708055440162067,0.3470857198511141,0.11279156609678664,0.21202917119899164
quad_mobility_subway_label,Low Demand / Peripheral,337,대청,3호선,0.32651041286891813,0.2160788440338016,0.11043156883511657,0.3874511725429202,0.7734562847848039,0.21995911478544614
quad_mobility_subway_label,Low Demand / Peripheral,209,한양대,2호선,0.3250089652589586,0.20809324711435,0.11691571814460862,0.3384965269193718,0.7075839912940592,0.2219901612751747
quad_mobility_subway_label,Low Demand / Peripheral,2720,먹골,7호선,0.3214288001711756,0.2027049389688917,0.11872386120228387,0.32758921800939694,0.47885896635713987,0.21489981457719978
quad_mobility_subway_label,Low Demand / Peripheral,4126,언주,9호선(연장),0.31959582118559593,0.22974916775812942,0.08984665342746649,0.3782965014351512,0.8195308217914431,0.2849997772205544
quad_mobility_subway_label,Observed Core Demand,216,잠실(송파구청),2호선,1.5296231409662209,0.592774866769703,0.9368482741965178,0.15415739115298557,0.9206756274518817,0.686080776616661
quad_mobility_subway_label,Observed Core Demand,222,강남,2호선,1.3922185451174605,0.3922185451174605,1.0,0.0,0.8712553484502703,0.5084562872551294
quad_mobility_subway_label,Observed Core Demand,232,구로디지털단지,2호선,1.3696227093194167,0.721419817784511,0.6482028915349057,0.40692367064849344,0.5716858035771865,0.8333528855554645
quad_mobility_subway_label,Observed Core Demand,2519,까치산,5호선,1.27827046141991,0.956395573320638,0.32187488809927217,0.7948130384743927,0.5747395919767537,1.0
quad_mobility_subway_label,Observed Core Demand,221,역삼,2호선,1.258679728429997,0.7380581461834552,0.5206215822465419,0.4743271330760052,0.7787598271006075,0.921787078225768
quad_mobility_subway_label,Observed Core Demand,239,홍대입구,2호선,1.2558987339177383,0.5184272268369563,0.7374715070807821,0.22126202965454594,0.7943774368227415,0.6009936336910565
quad_mobility_subway_label,Observed Core Demand,228,서울대입구(관악구청),2호선,1.1143391615100648,0.5532568426676316,0.5610823188424332,0.3097856445164663,0.5193524928705554,0.6169044462497189
quad_mobility_subway_label,Observed Core Demand,211,성수,2호선,1.0684621434336514,0.6641632204550979,0.40429892297855363,0.48311982373456364,0.7739394120443798,0.756056475183361
quad_mobility_subway_label,Observed Core Demand,202,을지로입구,2호선,1.0524368557808177,0.5389963515322589,0.5134405042485588,0.37284265655225574,0.866851364288387,0.7174314101033331
quad_mobility_subway_label,Observed Core Demand,2750,광명사거리,7호선,1.04472259215827,0.8112481048629052,0.2334744872953647,0.707617055297124,0.087040967132076,0.6316233097782931
quad_mobility_subway_label,Transit-Dominant / Transfer-Oriented,230,신림,2호선,0.9511884099354302,0.23921403765085839,0.7119743722845718,0.04214761920189138,0.5587474046718969,0.272758743454289
quad_mobility_subway_label,Transit-Dominant / Transfer-Oriented,226,사당,2호선,0.7323231988612147,0.24140554209617035,0.4909176567650443,0.13865861666432086,0.34044220734778446,0.24357974620431552
quad_mobility_subway_label,Transit-Dominant / Transfer-Oriented,234,신도림,2호선,0.6463989276305531,0.12535246756631507,0.5210464600642379,0.06884485582892166,0.7490972154264761,0.15567289563702955
quad_mobility_subway_label,Transit-Dominant / Transfer-Oriented,311,연신내,3호선,0.6101953227439206,0.2064949888757551,0.40370033386816556,0.21987539272755385,0.22406084043636182,0.2107413757456301
quad_mobility_subway_label,Transit-Dominant / Transfer-Oriented,238,합정,2호선,0.5520316647979555,0.1890620668383169,0.36296959795963857,0.20881977120389775,0.8687474308106509,0.24175305521741622
quad_mobility_subway_label,Transit-Dominant / Transfer-Oriented,2527,여의도,5호선,0.5054810634411833,0.22095111259303804,0.2845299508481452,0.2776398160305419,0.8932219552337967,0.32855410096031906
quad_mobility_subway_label,Transit-Dominant / Transfer-Oriented,433,사당,4호선,0.49494014220174465,0.22507218583195296,0.26986795636979166,0.27820507583955617,0.6248349273792139,0.27337283064892476
quad_mobility_subway_label,Transit-Dominant / Transfer-Oriented,210,뚝섬,2호선,0.47129972532169484,0.22754594950665055,0.24375377581504426,0.28710671777497415,0.8330080136525514,0.282195574263246
quad_mobility_subway_label,Transit-Dominant / Transfer-Oriented,224,서초,2호선,0.4708799370733155,0.23043144516972341,0.24044849190359208,0.2842206869094328,0.619029031834194,0.2675587799339637
quad_mobility_subway_label,Transit-Dominant / Transfer-Oriented,2715,노원,7호선,0.4629160195624003,0.2168409812868583,0.246075038275542,0.28133124478716576,0.7827065348258421,0.2491218879089233
quad_hidden_visual_label,Behavioral Hidden Demand,2560,거여,5호선,1.4193243796962927,0.5553094214701543,0.10119025196867319,0.926384215990945,0.49294016370534754,0.5665761798910853
quad_hidden_visual_label,Behavioral Hidden Demand,4101,개화,9호선,1.392703912756293,0.2534251325976835,0.02096009610349034,0.8814516437553948,0.5112522690008983,0.10675200423073926
quad_hidden_visual_label,Behavioral Hidden Demand,2519,까치산,5호선,1.3695526304511465,0.956395573320638,0.32187488809927217,0.7948130384743927,0.5747395919767537,1.0
quad_hidden_visual_label,Behavioral Hidden Demand,249,신정네거리,2호선,1.3298830133393442,0.6826106985422558,0.10499493233789715,0.8555770440508486,0.47430596928849567,0.6555475949002469
quad_hidden_visual_label,Behavioral Hidden Demand,2820,장지,8호선,1.2855162314133337,0.5886593998600202,0.19034576753478344,0.7106083964362883,0.5749078349770453,0.6159393274703231
quad_hidden_visual_label,Behavioral Hidden Demand,4111,신목동,9호선,1.2579138904849767,0.348371421712541,0.022950877005896087,0.6229169711828518,0.6349969193021249,0.33766623441068744
quad_hidden_visual_label,Behavioral Hidden Demand,4107,가양,9호선,1.213266948373413,0.5781996219534808,0.12134400704589396,0.6620157293775285,0.5512512189958847,0.5717801260123194
quad_hidden_visual_label,Behavioral Hidden Demand,2824,단대오거리,8호선,1.1685712617036705,0.796494601645585,0.11391769839729314,0.9602055102487025,0.20836575145496802,0.7660305664580683
quad_hidden_visual_label,Behavioral Hidden Demand,248,양천구청,2호선,1.1666365711894195,0.5051411534464841,0.07360253515651288,0.6134716142303698,0.5531649569590498,0.5147056384368025
quad_hidden_visual_label,Behavioral Hidden Demand,2626,대흥(서강대앞),6호선,1.1493304917633385,0.4146108476358902,0.10313158405045032,0.48998900075108637,0.6593414910122521,0.497168386068447
quad_hidden_visual_label,Low Visual / Low Hidden,4121,구반포,9호선,1.015411918502232,0.184820181128376,0.014848499430315243,0.36990728755721036,0.6455046309450214,0.1885207834079244
quad_hidden_visual_label,Low Visual / Low Hidden,2731,청담,7호선,1.0145393877242017,0.3147435451701118,0.22331307056418367,0.3376043250549559,0.6769350626692457,0.3317368999847165
quad_hidden_visual_label,Low Visual / Low Hidden,432,총신대입구(이수),4호선,1.0020190422094348,0.3151732481676416,0.2148628610749582,0.35566666024392696,0.6463523819655079,0.36414092142470533
quad_hidden_visual_label,Low Visual / Low Hidden,2532,충정로(경기대입구),5호선,0.9994126472905742,0.154255517479636,0.04861138048823659,0.354669301751043,0.6447433455395313,0.2179333801345498
quad_hidden_visual_label,Low Visual / Low Hidden,4135,한성백제,9호선(연장),0.9990507301603732,0.12524433186385286,0.02147876786593247,0.34104830717815937,0.6580024229822138,0.13475626454232134
quad_hidden_visual_label,Low Visual / Low Hidden,2628,효창공원앞,6호선,0.9955454881441989,0.1733356234213286,0.08072323539222953,0.34507067989630846,0.6504748082478904,0.21283011001029983
quad_hidden_visual_label,Low Visual / Low Hidden,2737,내방,7호선,0.9642238099774394,0.27918980810972316,0.156373183798369,0.352667581978699,0.6115562279987403,0.3075132509190948
quad_hidden_visual_label,Low Visual / Low Hidden,2531,애오개,5호선,0.9554338594124238,0.20177124501866048,0.07528044299131847,0.3593420822938631,0.5960917771185607,0.24183820651464916
quad_hidden_visual_label,Low Visual / Low Hidden,2623,합정,6호선,0.9516379528167018,0.1663641112739583,0.16863396036264505,0.2761139717634275,0.6755239810532743,0.1618971216694597
