station_id,station_name,station_line,map_image_path,satellite_image_path,mobility_score,observed_subway_score,hidden_gap_score,temporal_score,visual_morphology_score,mobility_minus_subway_gap,hidden_demand_reconstruction_score_norm,station_type,_condition,_model,_station_id,_station_name,_error,hidden_demand_score,hidden_demand_label,confidence,primary_evidence,uses_visual_reasoning,uses_mobility_subway_reasoning,uses_temporal_reasoning,explanation,risk_note,_raw_output
2824,단대오거리,8호선,images/station_tiles/map/2824_단대오거리.png,images/station_tiles/satellite/2824_단대오거리.png,0.7309191035312452,0.1139176983972931,0.9550663589599737,0.65646565240817,1.0,0.6170014051339521,1.0,diverse_living_area_hidden,tabular_only,gpt-4o-mini,2824,단대오거리,"Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}",,,,,,,,,,
2561,마천,5호선,images/station_tiles/map/2561_마천.png,images/station_tiles/satellite/2561_마천.png,0.6864666466682824,0.0734621158956868,0.9379351142585681,0.2378030044256104,0.7538110907737865,0.6130045307725955,0.9278752894938032,diverse_living_area_hidden,tabular_only,gpt-4o-mini,2561,마천,"Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}",,,,,,,,,,
249,신정네거리,2호선,images/station_tiles/map/249_신정네거리.png,images/station_tiles/satellite/249_신정네거리.png,0.6475210272049827,0.1049949323378971,0.8546130951290728,0.856763475944789,0.6484751078482704,0.5425260948670856,0.9618083189251768,diverse_living_area_hidden,tabular_only,gpt-4o-mini,249,신정네거리,"Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}",,,,,,,,,,
2519,까치산,5호선,images/station_tiles/map/2519_까치산.png,images/station_tiles/satellite/2519_까치산.png,1.0,0.3218748880992721,1.0,0.9032435671534366,0.7663288911823026,0.6781251119007279,0.9611539896281076,diverse_living_area_hidden,tabular_only,gpt-4o-mini,2519,까치산,"Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}",,,,,,,,,,
2519,까치산,5호선,images/station_tiles/map/2519_까치산.png,images/station_tiles/satellite/2519_까치산.png,1.0,0.3218748880992721,1.0,0.9032435671534366,0.7663288911823026,0.6781251119007279,0.9611539896281076,diverse_living_area_hidden,structured_multimodal,gpt-4o-mini,2519,까치산,"Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}",,,,,,,,,,
2824,단대오거리,8호선,images/station_tiles/map/2824_단대오거리.png,images/station_tiles/satellite/2824_단대오거리.png,0.7309191035312452,0.1139176983972931,0.9550663589599737,0.65646565240817,1.0,0.6170014051339521,1.0,diverse_living_area_hidden,structured_multimodal,gpt-4o-mini,2824,단대오거리,"Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}",,,,,,,,,,
249,신정네거리,2호선,images/station_tiles/map/249_신정네거리.png,images/station_tiles/satellite/249_신정네거리.png,0.6475210272049827,0.1049949323378971,0.8546130951290728,0.856763475944789,0.6484751078482704,0.5425260948670856,0.9618083189251768,diverse_living_area_hidden,structured_multimodal,gpt-4o-mini,249,신정네거리,"Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}",,,,,,,,,,
2561,마천,5호선,images/station_tiles/map/2561_마천.png,images/station_tiles/satellite/2561_마천.png,0.6864666466682824,0.0734621158956868,0.9379351142585681,0.2378030044256104,0.7538110907737865,0.6130045307725955,0.9278752894938032,diverse_living_area_hidden,structured_multimodal,gpt-4o-mini,2561,마천,"Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}",,,,,,,,,,
2716,중계,7호선,images/station_tiles/map/2716_중계.png,images/station_tiles/satellite/2716_중계.png,0.6584275740169632,0.1608289997178794,0.8147955535114167,0.8582414089133855,0.44110631885840973,0.4975985742990838,0.8981809838552152,diverse_living_area_hidden,tabular_only,gpt-4o-mini,2716,중계,"Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}",,,,,,,,,,
2611,응암,6호선,images/station_tiles/map/2611_응암.png,images/station_tiles/satellite/2611_응암.png,0.651248672119426,0.1957095694151015,0.7724136235695923,0.794116611063808,0.5418649006980804,0.4555391027043245,0.857921342251059,diverse_living_area_hidden,tabular_only,gpt-4o-mini,2611,응암,"Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}",,,,,,,,,,
